% Boys Enrolled,% Complete Primary Schools,% Girls Enrolled,% Primary Schools with single classroom,% Primary Schools with single teacher,All Four Facilities,Any One Facility,Any Three Facilities,Any Two Facilities,Area (km²),Bomb Blasts Occurred,"Boundary wall, Building condition satisfactory, Drinking water and 2 more (clusters)",Boundary wall,Building condition satisfactory,MeasureGroup 1 Measures,Color By Measure Value,Show Sheet,Table of Contents,Other Factors Measure Value,Analysis Level Selector,Color By Measure Name,Complete Primary Schools,Country,City,Drinking water,Drone attacks in Pakistan,Education score,Educational Budget Spend of GDP,Electricity,Enrolment score,Gender parity score,Global Terrorism Index - Pakistan,Learning score,MeasureGroup 2 Measures,No Facility,Number of Records,Number of primary schools as % of total schools,Number of primary schools,Number of secondary schools as % of total schools,Number of secondary schools,Pakistan Economic Growth,Population,Primary Schools with single classroom,Primary Schools with single teacher,Province,Retention score,School infrastructure score,Terrorist Attacks Affectees,Toilet,Total number of schools,Year
54.61%,0.838209983,45.39%,0.048192771,0.113597246,95.90%,0.00%,4.10%,0.00%,3622,16,Cluster 2,94.320138,81.6609,95.38951,95.38951,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,974,Pakistan,Gujranwala,98.623064,3,77.182201,2.20%,85.886403,74.913087,95.38951,8.61,53.426207,77.182201,0.00%,1,0.679929783,1162,0.320070217,547,4.70%,3400940,56,132,Punjab,85,91.220304,1803,95.611015,1709,2016
57.37%,0.878172589,42.63%,0.023350254,0.098477157,97.65%,0.00%,2.35%,0.00%,3192,16,Cluster 2,97.258883,85.097636,92.632327,92.632327,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,865,Pakistan,Gujrat,98.883249,3,82.663101,2.20%,94.010152,80.18796,92.632327,8.61,70.832116,82.663101,0.00%,1,0.662407532,985,0.337592468,502,4.70%,2048008,23,97,Punjab,87,94.461152,1803,97.055838,1487,2016
52.01%,0.693014706,47.99%,0.018382353,0.288602941,97.40%,0.00%,2.60%,0.00%,2367,16,Cluster 2,96.507353,87.867647,97.993852,97.993852,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,377,Pakistan,Hafizabad,97.977941,3,73.994805,2.20%,75.367647,70.274611,97.993852,8.61,59.578922,73.994805,0.00%,1,0.744186047,544,0.255813953,187,4.70%,832980,10,157,Punjab,68.131837,90.183824,1803,93.198529,731,2016
63.85%,0.846805235,36.15%,0.077752117,0.075442648,85.26%,0.00%,14.74%,0.00%,8809,16,Cluster 2,83.21786,80.324074,86.153741,86.153741,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,1100,Pakistan,Jhang,99.384142,3,69.525416,2.20%,79.368745,68.747925,86.153741,8.61,65.2,69.525416,0.00%,1,0.784894260,1299,0.215105740,356,4.70%,2834546,101,98,Punjab,58,87.458194,1803,94.996151,1655,2016
59.22%,0.853747715,40.78%,0.025594150,0.120658135,97.61%,0.00%,2.39%,0.00%,3587,16,Cluster 2,97.074954,84.615385,90.780201,90.780201,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,467,Pakistan,Jhelum,97.25777,3,80.925901,2.20%,92.687386,90.791486,90.780201,8.61,57.060828,80.925901,0.00%,1,0.653524492,547,0.346475508,290,4.70%,936957,14,66,Punjab,85.071091,93.888342,1803,97.806216,837,2016
54.38%,0.850183824,45.62%,0.033088235,0.116727941,95.61%,0.00%,4.39%,0.00%,4796,16,Cluster 2,94.577206,84.834559,95.616888,95.616888,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,925,Pakistan,Kasur,98.988971,3,72.529162,2.20%,91.911765,68.024759,95.616888,8.61,56.475,72.529162,0.00%,1,0.723885562,1088,0.276114438,415,4.70%,1466000,36,127,Punjab,70,93.363971,1803,96.507353,1503,2016
62.65%,0.882113821,37.35%,0.029810298,0.088075881,98.62%,0.00%,1.38%,0.00%,4349,16,Cluster 2,98.373984,83.739837,87.352631,87.352631,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,651,Pakistan,Khanewal,98.644986,3,70.386552,2.20%,90.785908,68.793576,87.352631,8.61,68.4,70.386552,0.00%,1,0.566820276,738,0.433179724,564,4.70%,2068490,22,65,Punjab,57,93.848238,1803,97.696477,1302,2016
60.77%,0.811267606,39.23%,0.053521127,0.135211268,88.81%,0.00%,11.19%,0.00%,6511,16,Cluster 2,85.211268,72.765957,89.227952,89.227952,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,576,Pakistan,Khushab,90.56338,3,72.830717,2.20%,68.732394,69.712169,89.227952,8.61,52.382749,72.830717,0.00%,1,0.735751295,710,0.264248705,255,4.70%,1205460,38,96,Punjab,80,82.074318,1803,93.098592,965,2016
64.75%,0.896551724,35.25%,0.052473763,0.050974513,98.95%,0.00%,1.05%,0.00%,1772,16,Cluster 2,98.650675,78.710645,85.254871,85.254871,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,598,Pakistan,Lahore,99.10045,3,78.173293,2.20%,98.050975,76.015403,85.254871,8.61,70.4229,78.173293,0.00%,1,0.537903226,667,0.462096774,573,4.70%,6318745,35,34,Punjab,81,94.212894,1803,96.551724,1240,2016
56.83%,0.706666667,43.17%,0.063529412,0.229803922,96.82%,0.00%,3.18%,0.00%,6291,16,Cluster 2,96,82.039216,93.166996,93.166996,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,901,Pakistan,Layyah,99.607843,3,78.155558,2.20%,73.882353,87.813863,93.166996,8.61,62.641374,78.155558,0.00%,1,0.765306122,1275,0.234693878,391,4.70%,1120951,81,293,Punjab,69,89.709804,1803,97.019608,1666,2016
57.36%,0.855421687,42.64%,0.018932874,0.125645439,99.52%,0.00%,0.48%,0.00%,2778,16,Cluster 2,99.311532,79.690189,92.644045,92.644045,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,497,Pakistan,Lodhran,97.418244,3,65.817902,2.20%,85.714286,59.807964,92.644045,8.61,64.819599,65.817902,0.00%,1,0.700844391,581,0.299155609,248,4.70%,1171800,11,73,Punjab,46,91.772806,1803,96.729776,829,2016
53.17%,,46.83%,,,,,,,2673,16,Cluster 2,93.639576,82.142857,96.828164,96.828164,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,,Pakistan,Mandi Bahauddin,99.469965,3,79.036265,2.20%,92.226148,81.116896,96.828164,8.61,60.2,79.036265,,1,0.663540445,566,0.336459555,287,4.70%,1160552,,,Punjab,78,92.718324,1803,96.113074,853,2016
63.81%,0.798586572,36.19%,0.064487633,0.136925795,91.75%,0.00%,8.25%,0.00%,5840,16,Cluster 2,90.636042,76.236749,86.193302,86.193302,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,904,Pakistan,Mianwali,95.053004,3,71.882733,2.20%,76.943463,70.437631,86.193302,8.61,58.9,71.882733,0.00%,1,0.791055206,1132,0.208944794,299,4.70%,1056620,73,155,Punjab,72,86.713781,1803,94.699647,1431,2016
55.05%,0.872047244,44.95%,0.029527559,0.098425197,97.60%,0.00%,2.40%,0.00%,3720,16,Cluster 2,96.850394,82.985075,94.9461,94.9461,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,886,Pakistan,Multan,99.114173,3,63.88516,2.20%,88.582677,66.811191,94.9461,8.61,43.78335,63.88516,0.00%,1,0.718021201,1016,0.281978799,399,4.70%,3116851,30,100,Punjab,50,92.581267,1803,95.374016,1415,2016
70.69%,0.746511628,29.31%,0.054069767,0.199418605,96.21%,0.00%,3.79%,0.00%,8249,16,Cluster 2,95.697674,82.178218,79.309943,79.309943,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,1284,Pakistan,Muzaffargarh,98.895349,3,57.190606,2.20%,87.093023,60.727482,79.309943,8.61,50.725,57.190606,0.00%,1,0.825732117,1720,0.174267883,363,4.70%,2635903,93,343,Punjab,38,91.958899,1803,95.930233,2083,2016
62.71%,0.843444227,37.29%,0.023483366,0.133072407,94.47%,0.00%,5.53%,0.00%,2960,16,Cluster 2,93.737769,75.442043,87.285483,87.285483,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,431,Pakistan,Nankana Sahib,98.630137,3,72.389784,2.20%,84.540117,76.823655,87.285483,8.61,69.45,72.389784,0.00%,1,0.688679245,511,0.311320755,231,4.70%,1410000,12,68,Punjab,56,89.608957,1803,95.694716,742,2016
57.44%,0.815544041,42.56%,0.066321244,0.118134715,92.37%,0.00%,7.63%,0.00%,2337,16,Cluster 2,91.19171,84.942887,92.556874,92.556874,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,787,Pakistan,Narowal,97.823834,3,76.340114,2.20%,72.849741,82.028583,92.556874,8.61,68.775,76.340114,0.00%,1,0.751557632,965,0.248442368,319,4.70%,1265097,64,114,Punjab,62,88.34609,1803,94.92228,1284,2016
54.86%,0.73,45.14%,0.031818182,0.238181818,93.12%,0.00%,6.88%,0.00%,3004,16,Cluster 2,91.454545,87.181818,95.139182,95.139182,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,803,Pakistan,Okara,98.272727,3,74.816165,2.20%,86.272727,80.919195,95.139182,8.61,56.206284,74.816165,0.00%,1,0.701083493,1100,0.298916507,469,4.70%,2232992,35,262,Punjab,67,92.072727,1803,97.181818,1569,2016
58.90%,0.825825826,41.10%,0.010510511,0.163663664,97.04%,0.00%,2.96%,0.00%,2724,16,Cluster 2,95.945946,82.582583,91.0959,91.0959,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,550,Pakistan,Pakpattan,97.297297,3,69.483538,2.20%,91.291291,72.738253,91.0959,8.61,63.1,69.483538,0.00%,1,0.730263158,666,0.269736842,246,4.70%,1286680,7,109,Punjab,51,93.093093,1803,98.348348,912,2016
59.90%,0.676771504,40.10%,0.064797272,0.258431224,91.86%,0.00%,8.14%,0.00%,11880,16,Cluster 2,90.185676,77.600607,90.097431,90.097431,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,1786,Pakistan,Rahim Yar Khan,95.718075,3,64.432986,2.20%,63.849943,49.68753,90.097431,8.61,64.946984,64.432986,0.00%,1,0.814003701,2639,0.185996299,603,4.70%,3141053,171,682,Punjab,53,83.583782,1803,90.564608,3242,2016
76.50%,0.573869347,23.50%,0.148743719,0.277386935,90.40%,0.00%,9.60%,0.00%,12319,16,Cluster 2,89.346734,81.20603,73.496425,73.496425,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,571,Pakistan,Rajanpur,96.582915,3,50.253661,2.20%,58.39196,52.433417,73.496425,8.61,46.084804,50.253661,0.00%,1,0.860726644,995,0.139273356,161,4.70%,1103618,148,276,Punjab,29,83.316583,1803,91.055276,1156,2016
55.75%,0.941035857,44.25%,0.014342629,0.044621514,87.20%,0.00%,12.80%,0.00%,5286,16,Cluster 2,85.816733,81.033091,94.253492,94.253492,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,1181,Pakistan,Rawalpindi,92.031873,3,82.315609,2.20%,80.876494,77.880167,94.253492,8.61,71.128775,82.315609,0.00%,1,0.635121457,1255,0.364878543,721,4.70%,3363911,18,56,Punjab,86,86.96359,1803,95.059761,1976,2016
59.30%,0.888268156,40.70%,0.018156425,0.093575419,90.27%,0.00%,9.73%,0.00%,3201,16,Cluster 2,87.290503,80.586592,90.704776,90.704776,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,636,Pakistan,Sahiwal,99.72067,3,72.353003,2.20%,98.184358,73.382237,90.704776,8.61,55.325,72.353003,0.00%,1,0.595178720,716,0.404821280,487,4.70%,1843194,13,67,Punjab,70,92.73743,1803,97.905028,1203,2016
55.92%,0.843562874,44.08%,0.046407186,0.110029940,92.86%,0.00%,7.14%,0.00%,5854,16,Cluster 2,89.745509,83.269962,94.084705,94.084705,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,1127,Pakistan,Sargodha,98.727545,3,73.282149,2.20%,87.5,70.849114,94.084705,8.61,60.194776,73.282149,0.00%,1,0.658128079,1336,0.341871921,694,4.70%,2665979,62,147,Punjab,68,91.07016,1803,96.107784,2030,2016
56.61%,0.768796992,43.39%,0.073308271,0.157894737,94.14%,0.00%,5.86%,0.00%,15960,16,Cluster 2,92.575188,79.584121,93.386717,93.386717,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,818,Pakistan,Sheikhupura,97.838346,3,79.528024,2.20%,79.981203,73.575378,93.386717,8.61,62.15,79.528024,0.00%,1,0.741980474,1064,0.258019526,370,4.70%,2321029,78,168,Punjab,89,88.830358,1803,94.172932,1434,2016
51.16%,0.813387424,48.84%,0.077755240,0.108857336,97.00%,0.00%,3.00%,0.00%,3016,16,Cluster 2,96.078431,83.389831,98.84454,98.84454,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,1203,Pakistan,Sialkot,97.701149,3,82.35947,2.20%,88.911427,84.613435,98.84454,8.61,55.979907,82.35947,0.00%,1,0.738392411,1479,0.261607589,524,4.70%,1688823,115,161,Punjab,90,92.377763,1803,95.807978,2003,2016
53.79%,0.934722222,46.21%,0.022222222,0.043055556,92.21%,0.00%,7.79%,0.00%,3252,16,Cluster 2,88.333333,85.833333,96.209617,96.209617,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,673,Pakistan,Toba Tek Singh,99.722222,3,80.199125,2.20%,94.166667,76.411881,96.209617,8.61,71.175,80.199125,0.00%,1,0.596520298,720,0.403479702,487,4.70%,1621593,16,31,Punjab,77,93.25,1803,98.194444,1207,2016
57.00%,0.843570058,43.00%,0.025911708,0.130518234,98.67%,0.00%,1.33%,0.00%,4364,16,Cluster 2,98.080614,85.645472,93.00099,93.00099,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Punjab,Gender parity score,879,Pakistan,Vehari,99.328215,3,69.009491,2.20%,93.28215,69.086973,93.00099,8.61,54.95,69.009491,0.00%,1,0.692358804,1042,0.307641196,463,4.70%,2090416,27,136,Punjab,59,94.845025,1803,97.888676,1505,2016
67.01%,0.051148225,32.99%,0.279749478,0.669102296,10.32%,20.18%,17.14%,24.18%,6726,16,Cluster 1,44.919972,30.654141,82.99135,82.99135,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,147,Pakistan,Badin,32.776618,3,52.435267,2.20%,22.512178,45.841386,82.99135,8.61,33.908333,52.435267,28.18%,1,0.941677588,2874,0.058322412,178,4.70%,1136044,804,1923,Sindh,47,36.903271,1803,53.653445,3052,2016
59.61%,0.500508647,40.39%,0.120549339,0.378942014,25.08%,15.72%,19.62%,18.53%,19070,16,Cluster 1,65.462869,32.706002,90.394049,90.394049,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,984,Pakistan,Dadu,42.166836,3,64.623178,2.20%,45.422177,80.61963,90.394049,8.61,42.479032,64.623178,21.05%,1,0.933966746,1966,0.066033254,139,4.70%,1688811,237,745,Sindh,45,47.558494,1803,52.034588,2105,2016
69.70%,0.346090760,30.30%,0.126845271,0.527063969,14.90%,22.86%,30.20%,15.20%,6083,16,Cluster 1,54.948059,25.806452,80.295443,80.295443,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,633,Pakistan,Ghotki,73.482777,3,60.014987,2.20%,19.081465,49.289507,80.295443,8.61,48.475,60.014987,16.84%,1,0.933163265,1829,0.066836735,131,4.70%,970549,232,964,Sindh,62,44.625478,1803,49.808639,1960,2016
68.66%,0.447187929,31.34%,0.246913580,0.305898491,47.44%,11.26%,24.46%,12.40%,5519,16,Cluster 2,80.109739,38.271605,81.33995,81.33995,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,326,Pakistan,Hyderabad,57.887517,3,61.594782,2.20%,68.861454,63.595561,81.33995,8.61,41.443617,61.594782,4.44%,1,0.829351536,729,0.170648464,150,4.70%,1565000,180,223,Sindh,60,64.718793,1803,78.463649,879,2016
79.72%,0.320541761,20.28%,0.251316780,0.428141460,12.15%,19.58%,19.93%,18.40%,5278,16,Cluster 1,44.093303,10.308503,70.277515,70.277515,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,426,Pakistan,Jacobabad,35.440181,3,45.212825,2.20%,35.741159,47.373783,70.277515,8.61,24.2,45.212825,29.93%,1,0.922916667,1329,0.077083333,111,4.70%,1425572,334,569,Sindh,39,33.769752,1803,43.265613,1440,2016
69.07%,0.298737728,30.93%,0.312762973,0.388499299,24.40%,16.26%,21.73%,25.92%,0,16,Cluster 1,81.907433,23.281907,80.933561,80.933561,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,213,Pakistan,Jamshoro,32.959327,3,54.013261,2.20%,46.984572,61.645831,80.933561,8.61,30.47365,54.013261,11.69%,1,0.905972046,713,0.094027954,74,4.70%,0,223,277,Sindh,43,48.863955,1803,59.186536,787,2016
62.57%,0.459102902,37.43%,0.166886544,0.374010554,16.06%,22.87%,19.25%,17.17%,0,16,Cluster 1,60.092348,24.538259,87.427643,87.427643,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,696,Pakistan,Kambar-Shahdadkot,31.728232,3,53.806956,2.20%,35.883905,58.314968,87.427643,8.61,33.485215,53.806956,24.65%,1,0.929491110,1516,0.070508890,115,4.70%,0,253,567,Sindh,36,39.366755,1803,44.591029,1631,2016
60.87%,0.700232019,39.13%,0.106728538,0.193039443,50.11%,9.04%,21.83%,15.08%,3527,16,Cluster 2,87.006961,40.649652,89.127619,89.127619,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,1509,Pakistan,Karachi,58.37587,3,72.180952,2.20%,67.610209,73.697919,89.127619,8.61,67.89827,72.180952,3.94%,1,0.695834679,2155,0.304165321,942,4.70%,13215631,230,416,Sindh,58,64.844548,1803,70.580046,3097,2016
70.54%,0.411342426,29.46%,0.135678392,0.452979182,7.16%,22.21%,16.45%,13.44%,2592,16,Cluster 1,34.242642,8.399139,79.461486,79.461486,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,573,Pakistan,Kashmore-Kandhkot,48.456569,3,54.861695,2.20%,10.122039,41.923055,79.461486,8.61,33.062238,54.861695,40.74%,1,0.931772575,1393,0.068227425,102,4.70%,662462,189,631,Sindh,65,25.139986,1803,24.479541,1495,2016
65.93%,0.114303959,34.07%,0.355363985,0.530332056,35.49%,13.44%,24.71%,15.20%,15910,16,Cluster 1,55.45977,20.817369,84.074464,84.074464,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,358,Pakistan,Khairpur,77.234994,3,63.742063,2.20%,54.597701,66.505338,84.074464,8.61,30.38845,63.742063,11.16%,1,0.905202312,3132,0.094797688,328,4.70%,1546587,1113,1661,Sindh,74,54.367816,1803,63.729246,3460,2016
63.92%,0.617248062,36.08%,0.088178295,0.294573643,44.86%,8.65%,34.50%,5.48%,7423,16,Cluster 2,89.437984,54.748062,86.078952,86.078952,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,637,Pakistan,Larkana,78.972868,3,63.842601,2.20%,50.096899,65.365679,86.078952,8.61,41.925772,63.842601,6.51%,1,0.883561644,1032,0.116438356,136,4.70%,1927066,91,304,Sindh,62,69.98062,1803,76.647287,1168,2016
64.85%,0.005834306,35.15%,0.256332320,0.403733956,45.46%,8.10%,20.19%,16.41%,1417,16,Cluster 2,79.113186,32.079208,85.154663,85.154663,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,5,Pakistan,Matiari,61.726954,3,54.295235,2.20%,63.243874,51.747662,85.154663,8.61,28.278616,54.295235,9.83%,1,0.925485961,857,0.074514039,69,4.70%,515331,506,346,Sindh,52,62.098455,1803,74.329055,926,2016
72.44%,0.332320162,27.56%,0.301050175,0.536980750,13.20%,16.71%,14.77%,20.82%,2925,16,Cluster 1,43.819656,26.494428,77.560334,77.560334,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,656,Pakistan,Mirpurkhas,30.395137,3,52.196911,2.20%,22.89767,52.521291,77.560334,8.61,36.706019,52.196911,34.49%,1,0.911357341,1974,0.088642659,192,4.70%,1569030,258,1060,Sindh,42,34.275583,1803,47.771023,2166,2016
64.01%,0.444286392,35.99%,0.141299194,0.414414414,36.49%,16.38%,23.16%,13.42%,2945,16,Cluster 2,56.519678,32.764343,85.991972,85.991972,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,937,Pakistan,Naushehro Feroze,84.305358,3,69.878539,2.20%,54.385965,70.972184,85.991972,8.61,45.55,69.878539,10.55%,1,0.904373928,2109,0.095626072,223,4.70%,1087571,298,874,Sindh,77,56.936937,1803,56.709341,2332,2016
71.71%,0.333900613,28.29%,0.257903494,0.455071477,16.93%,15.72%,21.48%,17.77%,10720,16,Cluster 1,56.603131,30.088496,78.28729,78.28729,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,981,Pakistan,Sanghar,48.604493,3,57.553301,2.20%,23.621511,52.3111,78.28729,8.61,44.614815,57.553301,28.10%,1,0.940460948,2938,0.059539052,186,4.70%,1453028,620,1337,Sindh,55,41.034717,1803,46.255956,3124,2016
66.63%,0.308236273,33.37%,0.210347175,0.434692180,40.56%,13.48%,18.77%,15.54%,4502,16,Cluster 2,66.056572,38.519135,83.371408,83.371408,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,741,Pakistan,Shaheed Benazirabad,69.134775,3,63.081329,2.20%,62.229617,64.423251,83.371408,8.61,35.425347,63.081329,11.65%,1,0.915460777,2404,0.084539223,222,4.70%,1071533,618,1045,Sindh,69.105311,58.677205,1803,57.445923,2626,2016
69.23%,0.628303495,30.77%,0.144927536,0.226768968,28.08%,16.15%,24.46%,16.23%,0,16,Cluster 1,71.270247,14.919011,80.767618,80.767618,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,737,Pakistan,Shikarpur,60.699062,3,54.788257,2.20%,38.363171,51.294687,80.767618,8.61,26.090723,54.788257,15.08%,1,0.902307692,1173,0.097692308,127,4.70%,0,170,266,Sindh,61,48.303495,1803,56.265985,1300,2016
67.55%,0.273636364,32.45%,0.258181818,0.468181818,36.05%,13.03%,25.74%,16.31%,2512,16,Cluster 2,66.090909,25.363636,82.449746,82.449746,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,301,Pakistan,Sukkur,72.090909,3,63.654803,2.20%,54.181818,63.362156,82.449746,8.61,47.807312,63.654803,8.87%,1,0.879296563,1100,0.120703437,151,4.70%,890438,284,515,Sindh,61,56.218182,1803,63.363636,1251,2016
63.98%,0.214285714,36.02%,0.215633423,0.570080863,31.77%,12.64%,23.71%,20.58%,5165,16,Cluster 1,77.358491,30.32345,86.022294,86.022294,Year on Year Change,What are these scores? How they are Derived?,"1,803.0",Sindh,Gender parity score,159,Pakistan,Tando Allah Yar,50.539084,3,56.740249,2.20%,56.199461,46.713701,86.022294,8.61,35.225,56.740249,11.31%,1,0.892900120,742,0.107099880,89,4.70%,908373,160,423,Sindh,59,55.390836,1803,62.533693,831,2016
